RECEIVED_DATE,EMPLOYER_STATE_PROVINCE,PW_SOC_CODE,PW_SOC_TITLE,SOC_MAJOR_GROUP,PW_SKILL_LEVEL,PW_WAGE,WORKSITE_STATE,MINIMUM_EDUCATION,SUBMISSION_MONTH,SUBMISSION_YEAR,CASE_STATUS,PROCESSING_TIME_DAYS
2023-04-27,UTAH UT,35-2015,Pizza Maker,35,Level I,17139.0,UTAH,High School,4,2023,Certified,589
2023-04-27,UTAH UT,35-2015,Pizza Maker,35,Level I,17139.0,UTAH,High School,4,2023,Certified,589
2023-04-30,UTAH UT,35-2015,Pizza Maker,35,Level I,17139.0,UTAH,High School,4,2023,Certified,586
2023-04-27,UTAH UT,35-2015,Pizza Maker,35,Level I,17139.0,UTAH,High School,4,2023,Certified,589
2023-04-30,UTAH UT,35-2015,Pizza Maker,35,Level I,17139.0,UTAH,High School,4,2023,Certified,586
2023-04-29,UTAH UT,35-2015,Pizza Maker,35,Level I,17139.0,UTAH,High School,4,2023,Certified,587
2023-04-30,UTAH UT,35-2015,Pizza Maker,35,Level I,17139.0,UTAH,High School,4,2023,Certified,586
2023-05-01,CALIFORNIA,39-9011.01,Nannies,39,Level II,35838.0,CALIFORNIA,Unknown,5,2023,Certified,585
2023-05-18,FLORIDA,39-9011.01,Nannies,39,Level II,24274.0,FLORIDA,High School,5,2023,Certified,568
2023-04-20,FLORIDA,43-5011,Dispatcher,43,Level III,46987.0,FLORIDA,High School,4,2023,Certified,596
2023-05-17,TEXAS,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45,Level I,17618.0,TEXAS,Unknown,5,2023,Certified,569
2023-05-28,TEXAS,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45,Level I,17618.0,TEXAS,Unknown,5,2023,Certified,558
2023-05-17,NEW JERSEY,13-1023.00,Procurement Lead,13,Level II,70450.0,NEW JERSEY,Bachelor's,5,2023,Certified,572
2023-03-21,DISTRICT OF COLUMBIA,13-2051,Financial and Investment Analysts,13,Level I,77272.0,NEW YORK,Bachelor's,3,2023,Certified,629
2023-05-24,NEW JERSEY,15-1211.00,Computer Systems Analysts,15,Level I,73965.0,NEW JERSEY,Bachelor's,5,2023,Certified,565
2023-05-08,TENNESSEE,15-1252.00,Developer IV,15,Level IV,126651.0,FLORIDA,Bachelor's,5,2023,Certified,581
2023-05-19,FLORIDA,15-2031,Operations Research Analysts,15,Level III,101400.0,NEW YORK,Doctorate,5,2023,Certified,570
2023-05-07,MISSOURI,15-2051.00,Data  Insights Analyst,15,Level II,78603.0,MISSOURI,Master's,5,2023,Certified,582
2023-05-11,ARIZONA,17-2011,Aeronautics Engineer,17,Level I,92061.0,ARIZONA,Bachelor's,5,2023,Certified,578
2023-05-01,MICHIGAN,17-2199.00,Mechatronics Engineers,17,Level II,83325.0,MICHIGAN,Bachelor's,5,2023,Certified,588
2023-05-11,NEW YORK,29-1221.00,"Pediatricians, General",29,Level I,115606.0,NEW YORK,Other,5,2023,Certified,578
2023-05-26,CALIFORNIA,31-1011,CAREGIVER,31,Level II,15.04,CALIFORNIA,High School,5,2023,Certified,563
2023-04-20,MARYLAND,31-1122.00,PERSONAL CARE AIDES,31,Level I,25293.0,MARYLAND,High School,4,2023,Certified,599
2023-05-08,ILLINOIS IL,31-9092.00,Medical Assistant,31,Unknown,18.27,ILLINOIS,Unknown,5,2023,Certified,581
2023-05-29,TEXAS,37-2012,Maids and Housekeeping Cleaners,37,Level I,28870.0,NEW JERSEY,Unknown,5,2023,Certified,560
2023-05-10,FLORIDA,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",39,Level I,21632.0,FLORIDA,High School,5,2023,Certified,579
2023-05-12,MARYLAND,39-9011.00,Childcare Workers,39,Level II,12.72,MARYLAND,High School,5,2023,Certified,577
2023-05-22,NEW JERSEY,41-2011,Cashiers,41,Level II,29640.0,NEW JERSEY,Unknown,5,2023,Certified,567
2023-05-05,FLORIDA,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",43,Level IV,48547.0,FLORIDA,High School,5,2023,Certified,584
2023-05-08,TEXAS,47-2141,Supervising Painter,47,Level III,40040.0,TEXAS,High School,5,2023,Certified,581
2023-05-29,TEXAS,51-6011,Laundry and DryCleaning Workers,51,Level I,27643.0,NEW JERSEY,Unknown,5,2023,Certified,560
2023-05-01,VIRGINIA,13-1082.00,Project Management Specialists,13,Level IV,137197.0,VIRGINIA,Bachelor's,5,2023,Certified,590
2023-04-28,NEBRASKA,13-1161,Market Research Analysts and Marketing Specialists,13,Level I,44803.0,CALIFORNIA,Bachelor's,4,2023,Certified,593
2023-05-19,TEXAS,13-2011,Accountants and Auditors,13,Level II,73882.0,TEXAS,Master's,5,2023,Certified,572
2023-05-16,CALIFORNIA,15-1212.00,Information Security Analysts,15,Level II,74547.0,TEXAS,Master's,5,2023,Certified,575
2023-05-03,OREGON,15-1252.00,Software Developers,15,Level IV,138528.0,OREGON,Bachelor's,5,2023,Certified,588
2023-05-09,TEXAS,15-1252.00,Software Developers,15,Level IV,124842.0,TEXAS,Bachelor's,5,2023,Certified,582
2023-04-25,ARIZONA,15-1252.00,Software Developers,15,Level IV,136552.0,ARIZONA,Master's,4,2023,Certified,596
2023-05-30,CALIFORNIA,15-1252.00,Software Developers,15,Level IV,147410.0,CALIFORNIA,Master's,5,2023,Denied,561
2023-05-11,NEW YORK,17-1011,Senior Designer,17,Level IV,105602.0,NEW YORK,Bachelor's,5,2023,Certified,580
2023-05-11,NEW YORK,17-1011,Intermediate DesignerArchitect,17,Level III,105602.0,NEW YORK,Bachelor's,5,2023,Certified,580
2023-05-02,PENNSYLVANIA,17-2112,Industrial Engineers,17,Level III,88026.0,PENNSYLVANIA,Bachelor's,5,2023,Certified,589
2023-05-25,OKLAHOMA,25-1022.00,"Mathematical Science Teachers, Postsecondary",25,Level I,38180.0,OKLAHOMA,Doctorate,5,2023,Certified,566
2023-05-29,CALIFORNIA,29-2011.00,Clinical Laboratory Scientist,29,Level I,49962.0,CALIFORNIA,Bachelor's,5,2023,Certified,562
2023-05-04,MARYLAND,31-1122.00,PERSONAL CARE AIDES,31,Level I,25293.0,MARYLAND,High School,5,2023,Certified,587
2023-05-29,NEVADA,35-2021,Food Preparation Workers,35,Level I,22298.0,NEVADA,Unknown,5,2023,Certified,562
2023-05-30,NEVADA,35-2021,Food Preparation Workers,35,Level I,22298.0,NEVADA,Unknown,5,2023,Certified,561
2023-05-30,NORTH DAKOTA,37-1011,FirstLine Supervisors of Housekeeping and Janitorial Workers,37,Level III,49878.0,NORTH DAKOTA,High School,5,2023,Certified,561
2023-05-31,TEXAS,41-3031.00,Financial Services Representative,41,Level III,86195.0,TEXAS,Bachelor's,5,2023,Certified,560
2023-05-09,ILLINOIS,11-1021,General and Operations Managers,11,Level IV,145475.0,TEXAS,Master's,5,2023,Certified,583
2023-05-03,FLORIDA,11-3051.01,Mechanical Quality Control Manager,11,Level I,66456.0,FLORIDA,Bachelor's,5,2023,Certified,589
2023-05-16,FLORIDA,13-1121.00,"Meeting, Convention, and Event Planners",13,Level II,37627.0,FLORIDA,Bachelor's,5,2023,Certified,576
2023-05-14,GUAM,13-2011,Accountant,13,Level I,34882.0,GUAM,Bachelor's,5,2023,Certified,578
2023-01-23,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level III,133390.0,NEW JERSEY,Master's,1,2023,Denied,689
2023-02-13,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,2,2023,Denied,668
2023-05-05,NEW YORK,15-1252.00,Database Architects,15,Level IV,157061.0,VIRGINIA,Bachelor's,5,2023,Certified,587
2023-02-23,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,2,2023,Denied,658
2023-02-23,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,2,2023,Denied,658
2023-02-24,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,2,2023,Denied,657
2023-05-10,CALIFORNIA,15-1252.00,Software Developers,15,Level II,141378.0,CALIFORNIA,Bachelor's,5,2023,Certified,582
2023-05-23,GEORGIA,17-2072,Electrical Design Engineer,17,Level III,114587.0,GEORGIA,Master's,5,2023,Certified,569
2023-05-04,NEW JERSEY,23-2011.00,PARALEGAL,23,Level II,55162.0,NEW JERSEY,Bachelor's,5,2023,Certified,588
2023-05-12,FLORIDA,29-1051,Pharmacist,29,Level II,104686.0,FLORIDA,Bachelor's,5,2023,Certified,580
2023-05-04,MARYLAND,31-1122.00,PERSONAL CARE AIDES,31,Level I,25293.0,MARYLAND,High School,5,2023,Certified,588
2020-11-04,CALIFORNIA,11-9051,RESTAURANT AND BEVERAGE MANAGER,11,Level IV,59155.0,CALIFORNIA,Associate's,11,2020,Denied,1500
2021-10-27,NEW YORK,11-9021,Construction Managers,11,Level III,148138.0,NEW YORK,Master's,10,2021,Denied,1143
2021-06-23,NEW YORK,11-2022,Store Manager,11,Level II,152901.0,NEW YORK,Master's,6,2021,Denied,1269
2021-10-06,VIRGINIA,15-1132,"Software Developers, Applications",15,Level III,119933.0,VIRGINIA,Master's,10,2021,Denied,1164
2023-04-13,MINNESOTA,15-1211.00,Computer Systems Analysts,15,Level IV,111238.0,MINNESOTA,Bachelor's,4,2023,Certified,610
2023-05-31,CALIFORNIA,35-2014,"Cooks, Specialty Thai food",35,Level IV,39832.0,CALIFORNIA,Unknown,5,2023,Certified,562
2023-05-18,VIRGINIA,35-3023.00,FAST FOOD AND COUNTER WORKERS,35,Level I,23899.0,VIRGINIA,High School,5,2023,Certified,575
2023-05-24,VIRGINIA,35-3023.00,FAST FOOD AND COUNTER WORKERS,35,Level I,23899.0,VIRGINIA,High School,5,2023,Certified,569
2023-05-30,NORTH DAKOTA,37-1011,FirstLine Supervisors of Housekeeping and Janitorial Workers,37,Level III,49878.0,NORTH DAKOTA,High School,5,2023,Certified,563
2023-05-27,CALIFORNIA,39-9011.01,Nannies,39,Level IV,43098.0,CALIFORNIA,Unknown,5,2023,Certified,566
2023-05-01,TEXAS,49-1011,"FirstLine Supervisors of Mechanics, Installers, and Repairers",49,Level IV,85093.0,TEXAS,Unknown,5,2023,Certified,592
2023-01-18,MINNESOTA,13-1082.00,Project Management Specialists,13,Level III,96054.0,CALIFORNIA,Master's,1,2023,Denied,698
2022-12-08,CALIFORNIA,13-2011,Accountants and Auditors,13,Level I,68266.0,CALIFORNIA,Bachelor's,12,2022,Denied,739
2022-11-08,FLORIDA,15-1121,Computer Systems Analyst,15,Level I,60133.0,FLORIDA,Bachelor's,11,2022,Denied,769
2022-12-08,TEXAS,15-1121,Computer Systems Analysts,15,Level I,67475.0,TEXAS,Bachelor's,12,2022,Denied,739
2022-12-16,WASHINGTON,15-1121,Computer Systems Analysts,15,Level IV,132454.0,WASHINGTON,Bachelor's,12,2022,Denied,731
2023-01-23,WASHINGTON,15-1121,Computer Systems Analysts,15,Level IV,128086.0,WASHINGTON,Bachelor's,1,2023,Denied,693
2023-02-10,TEXAS,15-1132,Software Architect Senior,15,Level IV,140462.0,TEXAS,Bachelor's,2,2023,Denied,675
2022-12-09,CALIFORNIA,15-1132,"Software Developers, Applications",15,Level III,123614.0,NEW YORK,Master's,12,2022,Denied,738
2023-01-10,NEW JERSEY,15-1132,"Software Developers, Applications",15,Level II,109283.0,NEW JERSEY,Master's,1,2023,Denied,706
2022-10-04,TEXAS,15-1142,Network and Computer Systems Administrators,15,Level II,77042.0,TEXAS,Master's,10,2022,Denied,804
2023-01-07,TEXAS,15-1211.00,Computer Technician,15,Level I,50461.0,TEXAS,Associate's,1,2023,Denied,709
2023-01-11,CALIFORNIA,15-1242.00,Database Administrators,15,Level IV,123198.0,CALIFORNIA,Bachelor's,1,2023,Denied,705
2023-03-01,NEW JERSEY,15-1243.00,DATABASE ARCHITECT,15,Level II,115440.0,NEW JERSEY,Master's,3,2023,Denied,656
2023-01-11,NEW JERSEY HUDSON,15-1252.00,Software Developers,15,Level IV,157477.0,NEW JERSEY,Master's,1,2023,Denied,705
2023-02-02,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,2,2023,Denied,683
2023-02-03,TEXAS,15-1252.00,"Software Developers,",15,Level II,98904.0,TEXAS,Master's,2,2023,Denied,682
2023-03-14,WISCONSIN,15-1252.00,Software Developers,15,Level III,102315.0,WISCONSIN,High School,3,2023,Denied,643
2023-02-13,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,2,2023,Denied,672
2023-03-01,MASSACHUSETTS,15-1252.00,Software Applications Developer,15,Level II,108181.0,MASSACHUSETTS,Master's,3,2023,Certified,656
2023-03-01,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,3,2023,Denied,656
2023-02-16,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,2,2023,Denied,669
2023-03-01,MASSACHUSETTS,15-1252.00,Software Applications Developer,15,Level II,108181.0,MASSACHUSETTS,Master's,3,2023,Certified,656
2023-03-01,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,3,2023,Denied,656
2023-03-17,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level III,133390.0,NEW JERSEY,Master's,3,2023,Denied,640
2023-03-15,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,3,2023,Denied,642
2023-03-29,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level III,133390.0,NEW JERSEY,Master's,3,2023,Denied,628
2023-04-06,PENNSYLVANIA,15-1252.00,Software Engineer,15,Level I,77397.0,PENNSYLVANIA,Bachelor's,4,2023,Denied,620
2023-03-01,TEXAS,15-1253.00,Software Quality Assurance Analysts and Testers,15,Level IV,108202.0,TEXAS,Bachelor's,3,2023,Denied,656
2023-03-01,TEXAS,15-1253.00,Software Quality Assurance Analysts and Testers,15,Level IV,108202.0,TEXAS,Bachelor's,3,2023,Denied,656
2023-01-24,ILLINOIS,15-2041.01,Biostatisticians,15,Level II,80142.0,ILLINOIS,Master's,1,2023,Denied,692
2023-01-11,CALIFORNIA,17-2071,Electrical Engineers,17,Level I,99861.0,CALIFORNIA,Bachelor's,1,2023,Denied,705
2023-02-06,PENNSYLVANIA,17-2112,Industrial Engineers,17,Level I,70325.0,PENNSYLVANIA,Bachelor's,2,2023,Denied,679
2023-01-11,CONNECTICUT,25-1011,"Business Teachers, Postsecondary",25,Unknown,92005.0,CONNECTICUT,Doctorate,1,2023,Denied,705
2022-12-15,MASSACHUSETTS,25-1011,"Business Teachers, Postsecondary",25,Level I,54410.0,MASSACHUSETTS,Doctorate,12,2022,Denied,732
2023-03-21,MASSACHUSETTS,25-1011,"Business Teachers, Postsecondary",25,Level I,54410.0,MASSACHUSETTS,Doctorate,3,2023,Denied,636
2022-12-16,CALIFORNIA,25-2021,"Elementary School Teachers, Except Special Education",25,Unknown,89340.07,CALIFORNIA,Bachelor's,12,2022,Denied,731
2023-01-31,TEXAS,25-2021,Elementary School Teacher,25,Level II,59300.0,TEXAS,Bachelor's,1,2023,Denied,685
2023-01-31,TEXAS,25-2021,Elementary School Teacher,25,Level II,47663.0,TEXAS,Bachelor's,1,2023,Denied,685
2022-12-08,CALIFORNIA,25-9042.00,TEACHER ASSISTANT,25,Unknown,16.11,CALIFORNIA,Bachelor's,12,2022,Denied,739
2023-02-26,VIRGINIA AIC Fencing Club,27-2022.00,Fencing Head Coach,27,Level IV,69640.0,VIRGINIA,High School,2,2023,Denied,659
2023-01-31,TENNESSEE,31-1131.00,Nursing Assistant,31,Level I,24211.0,TENNESSEE,High School,1,2023,Denied,685
2022-09-09,RHODE ISLAND,35-1011,Chefs and Head Cooks,35,Level I,43306.0,RHODE ISLAND,Unknown,9,2022,Denied,829
2023-02-03,CALIFORNIA,35-2014,"Cooks, Restaurant",35,Level III,38917.0,CALIFORNIA,Unknown,2,2023,Denied,682
2023-02-28,MASSACHUSETTS,35-2014,Line Cook,35,Unknown,25.0,MASSACHUSETTS,Unknown,2,2023,Denied,657
2023-02-21,NORTH CAROLINA,35-2015.00,"Cooks, Short Order",35,Level I,22214.0,NORTH CAROLINA,Unknown,2,2023,Denied,664
2023-03-01,FLORIDA,35-2015.00,"Cooks, Short Order",35,Level I,20987.0,FLORIDA,Unknown,3,2023,Denied,656
2023-02-21,NORTH CAROLINA,35-2015.00,"Cooks, Short Order",35,Level I,22214.0,NORTH CAROLINA,Unknown,2,2023,Denied,664
2023-02-18,FLORIDA,35-2021.00,Food Preparation Workers,35,Level I,21674.0,FLORIDA,Unknown,2,2023,Denied,667
2023-02-18,NORTH CAROLINA,35-2021.00,Food Preparation Workers,35,Level I,21278.0,NORTH CAROLINA,Unknown,2,2023,Denied,667
2023-02-21,NORTH CAROLINA,35-2021.00,Food Preparation Workers,35,Level I,21278.0,NORTH CAROLINA,Unknown,2,2023,Denied,664
2023-02-21,FLORIDA,35-2021.00,Food Preparation Workers,35,Level I,21507.0,FLORIDA,Unknown,2,2023,Denied,664
2023-02-08,FLORIDA,35-3041.00,Server,35,Unknown,36754.0,FLORIDA,Unknown,2,2023,Denied,677
2023-02-07,FLORIDA,35-3041.00,Server,35,Unknown,36754.0,FLORIDA,Unknown,2,2023,Denied,678
2023-01-10,MASSACHUSETTS,37-1011,Supervisor of Janitorial Workers,37,Level II,50006.0,MASSACHUSETTS,High School,1,2023,Denied,706
2023-02-09,CALIFORNIA,39-9011,nanny,39,Level II,15.5,CALIFORNIA,High School,2,2023,Denied,676
2023-01-23,CALIFORNIA,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43,Level III,46509.0,CALIFORNIA,Bachelor's,1,2023,Denied,693
2023-03-09,NEW YORK,45-2092,PLANT PROPAGATOR,45,Level IV,37419.0,NEW YORK,Unknown,3,2023,Denied,648
2023-02-06,ARIZONA,45-2093,Ranch Hand,45,Level I,13.75,ARIZONA,Unknown,2,2023,Denied,679
2023-02-01,ARKANSAS,49-3041,Farm Equipment Mechanic,49,Level I,33051.0,ARKANSAS,High School,2,2023,Denied,684
2022-11-17,CALIFORNIA,53-3032.00,TRUCK DRIVER,53,Level II,20.75,CALIFORNIA,Unknown,11,2022,Denied,760
2023-01-17,CALIFORNIA,53-3032.00,TRUCK DRIVER,53,Level II,20.75,CALIFORNIA,Unknown,1,2023,Denied,699
2023-02-07,CALIFORNIA,53-3032.00,TRUCK DRIVER,53,Level II,20.75,CALIFORNIA,Unknown,2,2023,Denied,678
2023-02-14,CALIFORNIA,53-3032.00,TRUCK DRIVER,53,Level II,20.75,CALIFORNIA,Unknown,2,2023,Denied,671
2023-02-20,CALIFORNIA,53-3032.00,TRUCK DRIVER,53,Level II,20.75,CALIFORNIA,Unknown,2,2023,Denied,665
2023-02-20,CALIFORNIA,53-3032.00,TRUCK DRIVER,53,Level II,20.75,CALIFORNIA,Unknown,2,2023,Denied,665
2023-03-01,MASSACHUSETTS,15-1252.00,Software Applications Developer,15,Level II,108181.0,MASSACHUSETTS,Master's,3,2023,Certified,657
2023-03-01,MASSACHUSETTS,15-1252.00,Software Applications Developer,15,Level II,108181.0,MASSACHUSETTS,Master's,3,2023,Certified,657
2023-03-01,MASSACHUSETTS,15-1252.00,Software Applications Developer,15,Level II,108181.0,MASSACHUSETTS,Master's,3,2023,Certified,657
2023-05-09,NEW JERSEY,15-1252.00,Software Developers,15,Level II,109283.0,NEW JERSEY,Master's,5,2023,Certified,588
2023-04-17,FLORIDA FL,37-3019.00,Grounds Maintenance Worker,37,Level I,26832.0,FLORIDA,High School,4,2023,Certified,611
2023-05-08,GEORGIA,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",51,Level I,23171.0,GEORGIA,Unknown,5,2023,Certified,590
2023-05-02,MICHIGAN,13-1082.00,Project Management Specialists,13,Level IV,112653.0,MICHIGAN,Bachelor's,5,2023,Certified,597
2021-11-09,NEW JERSEY,15-1121,Computer Systems Analysts,15,Unknown,104632.0,NEW YORK,Bachelor's,11,2021,Certified,1137
2021-12-07,CALIFORNIA,15-1121,Computer Systems Analysts,15,Level III,105373.0,CALIFORNIA,Master's,12,2021,Certified,1109
2023-04-04,CALIFORNIA KUBO MONTESSORI LLC,11-9031,Education and Childcare Administrator,11,Level I,59862.0,CALIFORNIA,Bachelor's,4,2023,Denied,632
2023-01-19,FLORIDA,11-3071,LOGISTICS MANAGERS,11,Level I,52478.0,FLORIDA,Bachelor's,1,2023,Denied,707
2023-03-06,TEXAS,11-1021,General and Operations Managers,11,Unknown,78645.0,TEXAS,Bachelor's,3,2023,Denied,661
2023-05-10,CALIFORNIA,13-1081.02,Logistics Analysts,13,Level II,70054.0,CALIFORNIA,Master's,5,2023,Denied,596
2023-02-06,TEXAS,13-1161.01,Digital Marketing Specialist,13,Level II,54371.0,TEXAS,Unknown,2,2023,Denied,689
2022-10-07,CALIFORNIA,15-1132,"Software Developers, Applications",15,Level IV,139818.0,CALIFORNIA,Bachelor's,10,2022,Denied,811
2023-02-08,UTAH,15-1132,"Software Developers, Applications",15,Level IV,162510.0,WASHINGTON,Master's,2,2023,Denied,687
2023-01-11,NEW JERSEY,15-1212.00,Information Systems Security Analyst,15,Level I,85758.0,NEW JERSEY,Bachelor's,1,2023,Denied,715
2023-03-07,PENNSYLVANIA,15-1252.00,Software Developers,15,Level IV,103085.0,WISCONSIN,Bachelor's,3,2023,Denied,660
2023-03-06,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level III,133390.0,NEW JERSEY,Master's,3,2023,Denied,661
2023-04-03,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,4,2023,Denied,633
2023-04-04,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,4,2023,Denied,632
2023-04-04,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,4,2023,Denied,632
2023-04-04,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,4,2023,Denied,632
2023-04-11,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level III,133390.0,NEW JERSEY,Master's,4,2023,Denied,625
2023-04-20,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level III,133390.0,NEW JERSEY,Master's,4,2023,Denied,616
2023-04-12,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,4,2023,Denied,624
2023-04-14,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,4,2023,Denied,622
2023-04-20,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level III,133390.0,NEW JERSEY,Master's,4,2023,Denied,616
2023-05-03,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,5,2023,Denied,603
2023-05-18,TEXAS,15-1252.00,Software Developers,15,Level II,90522.0,TEXAS,Master's,5,2023,Denied,588
2023-05-30,TEXAS,15-1252.00,Software Developers,15,Level II,90522.0,TEXAS,Master's,5,2023,Denied,576
2022-09-13,COLORADO,19-2041.01,CLIMATE CHANGE ANALYSTS,19,Level I,59738.0,COLORADO,Master's,9,2022,Denied,835
2023-05-06,OHIO,19-3011,Economist,19,Level II,90147.0,OHIO,Doctorate,5,2023,Denied,600
2023-05-06,OHIO,19-3011,Economist,19,Level II,90147.0,OHIO,Doctorate,5,2023,Denied,600
2023-05-06,OHIO,19-3011,Economist,19,Level II,90147.0,OHIO,Doctorate,5,2023,Denied,600
2023-05-02,KANSAS,29-1021.00,General Dentist,29,Level I,52707.0,KANSAS,Doctorate,5,2023,Denied,604
2023-02-25,NORTH DAKOTA,29-1141,REGISTERED NURSE,29,Level I,56805.0,NORTH DAKOTA,Associate's,2,2023,Denied,670
2023-05-31,MISSOURI,31-1014,Nursing Assistants,31,Level I,27602.0,ILLINOIS,High School,5,2023,Denied,575
2023-05-31,MISSOURI,31-1014,Nursing Assistants,31,Level I,27602.0,ILLINOIS,High School,5,2023,Denied,575
2023-05-31,MISSOURI,31-1014,Nursing Assistants,31,Level I,27602.0,ILLINOIS,High School,5,2023,Denied,575
2023-05-31,MISSOURI,31-1014,Nursing Assistants,31,Level I,27602.0,ILLINOIS,High School,5,2023,Denied,575
2023-01-24,FLORIDA,35-1012.00,FirstLine Supervisors of Food Preparation and Serving Workers,35,Level IV,45802.0,FLORIDA,Bachelor's,1,2023,Denied,702
2023-02-17,FLORIDA,35-2014.00,"Cooks, Restaurant",35,Level I,23296.0,FLORIDA,Unknown,2,2023,Denied,678
2023-02-18,FLORIDA,35-2014.00,"Cooks, Restaurant",35,Level I,23566.0,FLORIDA,Unknown,2,2023,Denied,677
2023-02-17,FLORIDA,35-2014.00,"Cooks, Restaurant",35,Level I,21674.0,FLORIDA,Unknown,2,2023,Denied,678
2023-02-17,FLORIDA,35-2015.00,"Cooks, Short Order",35,Level I,20987.0,FLORIDA,Unknown,2,2023,Denied,678
2023-02-17,MARYLAND,35-2015.00,"Cooks, Short Order",35,Level I,17514.0,MARYLAND,Unknown,2,2023,Denied,678
2023-03-14,MARYLAND,35-2015.00,"Cooks, Short Order",35,Level I,17514.0,MARYLAND,Unknown,3,2023,Denied,653
2023-02-17,FLORIDA,35-2021.00,Food Preparation Workers,35,Level I,21507.0,FLORIDA,Unknown,2,2023,Denied,678
2023-02-17,MARYLAND,35-2021.00,Food Preparation Workers,35,Level I,22402.0,MARYLAND,Unknown,2,2023,Denied,678
2023-03-16,MASSACHUSETTS,39-9011.01,LiveinNanny,39,Level III,37856.0,MASSACHUSETTS,High School,3,2023,Denied,651
2023-04-21,CALIFORNIA,41-4012,SALES AGENT,41,Level I,37877.0,CALIFORNIA,Unknown,4,2023,Denied,615
2023-03-27,MASSACHUSETTS MASSACHUSETTS,41-9031,Sales Engineers,41,Level III,114358.0,MASSACHUSETTS,Bachelor's,3,2023,Denied,640
2023-05-22,FLORIDA,43-3021.00,Billing and Posting Clerks,43,Level I,33093.0,FLORIDA,High School,5,2023,Denied,584
2022-12-08,ILLINOIS,43-5032,Truck Dispatcher,43,Level II,41309.0,ILLINOIS,High School,12,2022,Denied,749
2022-12-08,ILLINOIS,43-5032,Truck Dispatcher,43,Level II,41309.0,ILLINOIS,High School,12,2022,Denied,749
2022-12-08,ILLINOIS,43-5032,Truck Dispatcher,43,Level II,41309.0,ILLINOIS,High School,12,2022,Denied,749
2022-12-09,ILLINOIS,43-5032,Truck Dispatcher,43,Level IV,58739.0,ILLINOIS,High School,12,2022,Denied,748
2023-03-30,NORTH DAKOTA,51-3011,DELI ASSISTANT,51,Unknown,33405.0,NORTH DAKOTA,High School,3,2023,Denied,637
2023-03-30,NORTH DAKOTA,51-3011,DELI ASSISTANT,51,Unknown,33405.0,NORTH DAKOTA,High School,3,2023,Denied,637
2023-03-30,NORTH DAKOTA,51-3011,DELI ASSISTANT,51,Unknown,33405.0,NORTH DAKOTA,High School,3,2023,Denied,637
2023-03-30,NORTH DAKOTA,51-3011,DELI ASSISTANT,51,Unknown,33405.0,NORTH DAKOTA,High School,3,2023,Denied,637
2023-03-30,NORTH DAKOTA,51-3011,DELI ASSISTANT,51,Unknown,33405.0,NORTH DAKOTA,High School,3,2023,Denied,637
